4294742368;0;0
4294743392;0;0
4294744416;0;0
4294745440;0;0
4294746468;0;0
4294747488;0;0
4294748512;1;0
4294749536;0;0
4294750560;0;0
4294751584;0;0
4294752608;0;0
4294753632;0;0
4294754656;0;0
4294755680;0;0
4294756704;0;0
4294757728;0;0
4294758752;0;0
4294759776;1;0
4294760804;0;0
4294761824;1;0
4294762848;1;0
4294763872;0;0
4294764896;0;0
4294765920;0;0
4294766944;0;0
4294767972;0;0
4294768992;0;0
4294770016;0;0
4294771040;0;0
4294772064;0;0
4294773088;0;0
4294774116;0;0
4294775136;0;0
4294776160;1;0
4294777184;0;0
4294778208;0;0
4294779232;0;0
4294780256;0;0
4294781284;0;0
4294782304;0;0
4294783328;0;0
4294784352;0;0
4294785380;0;0
4294786400;0;0
4294787424;0;0
4294788448;0;0
4294789476;1;0
4294790496;0;0
4294791524;0;0
4294792548;0;0
4294793572;0;0
4294794592;0;0
4294795616;0;0
4294796640;0;0
4294797668;0;0
4294798688;0;0
4294799716;0;0
4294800736;0;0
4294801760;1;0
4294802784;0;0
4294803812;0;0
4294804832;0;0
4294805860;0;0
4294806884;0;0
4294807904;0;0
4294808928;1;0
4294809952;1;0
4294810976;0;0
4294812004;0;0
4294813028;0;0
4294814048;0;0
4294815072;0;0
4294816096;0;0
4294817120;0;0
4294818144;0;0
4294819168;1;0
4294820196;1;0
4294821220;0;0
4294822240;0;0
4294823268;0;0
4294824292;0;0
4294825312;0;0
4294826340;0;0
4294827360;0;0
4294828384;0;0
4294829408;0;0
4294830432;0;0
4294831456;0;0
4294832484;0;0
4294833508;0;0
4294834528;0;0
4294835552;0;0
4294836576;1;0
4294837600;1;0
4294838624;0;0
4294839648;0;0
4294840672;1;0
4294841696;0;0
4294842724;0;0
4294843744;0;0
4294844768;0;0
4294845796;0;0
4294846816;0;0
4294847840;0;0
4294848864;0;0
4294849888;0;0
4294850912;0;0
4294851936;0;0
4294852960;0;0
4294853984;1;0
4294855012;1;0
4294856032;119;0
4294857056;128;129
4294858080;128;129
4294859104;128;129
4294860128;128;129
4294861152;128;129
4294862176;128;129
4294863200;128;129
4294864224;128;129
4294865248;128;129
4294866272;127;128
4294867296;128;129
4294868320;128;129
4294869344;128;129
4294870368;128;129
4294871392;128;129
4294872416;128;129
4294873440;128;129
4294874464;128;129
4294875488;128;129
4294876512;128;129
4294877536;128;129
4294878560;128;129
4294879584;128;129
4294880608;128;129
4294881632;128;129
4294882656;128;129
4294883680;128;129
4294884704;128;129
4294885728;128;129
4294886752;128;129
4294887776;128;129
4294888800;128;129
4294889824;128;129
4294890848;128;129
4294891872;128;129
4294892896;128;129
4294893920;128;129
4294894944;128;129
4294895968;128;129
4294896992;128;129
4294898016;128;129
4294899040;128;129
4294900064;128;129
4294901088;128;129
4294902112;128;129
4294903136;128;129
4294904160;128;129
4294905184;128;129
4294906208;128;129
4294907232;128;129
4294908256;128;129
4294909280;128;129
4294910304;128;129
4294911328;128;129
4294912352;128;129
4294913376;128;129
4294914400;128;129
4294915424;128;129
4294916448;128;129
4294917472;128;129
4294918496;128;129
4294919520;128;129
4294920544;46;129
4294921568;46;129
4294922592;46;129
4294923616;46;129
4294924640;46;129
4294925664;46;129
4294926688;46;129
4294927712;128;129
4294928736;128;129
4294929760;128;129
4294930784;86;129
4294931808;86;129
4294932832;86;129
4294933856;86;129
4294934880;128;129
4294935904;128;129
4294936928;128;129
4294937952;128;129
4294938976;128;129
4294940000;128;129
4294941024;126;129
4294942048;128;129
4294943072;128;129
4294944096;128;129
4294945120;128;129
4294946144;128;129
4294947168;128;129
4294948192;128;129
4294949216;128;129
4294950240;128;129
4294951264;128;129
4294952288;128;129
4294953312;128;129
4294954336;128;129
4294955360;128;129
4294956384;128;129
4294957408;128;129
4294958432;128;129
4294959456;128;129
4294960480;128;129
4294961504;128;129
4294962528;128;129
4294963552;128;129
4294964576;128;129
4294965600;128;129
4294966624;128;129
352;128;129
1376;128;129
2400;128;129
3424;128;129
4448;128;129
5472;128;129
6496;128;129
7520;128;129
8544;128;129
9568;128;129
10592;128;129
11616;128;129
12640;128;129
13664;128;129
14688;128;129
15712;128;129
16736;128;129
17760;128;129
18784;128;129
19808;128;129
20832;128;129
21856;128;129
22880;128;129
23904;128;129
24928;65;129
25952;128;129
26976;128;129
28000;128;129
29024;128;129
30048;128;129
31072;120;129
32096;128;129
33120;128;129
34144;128;129
35168;128;129
36192;128;129
37216;128;129
38240;128;129
39264;128;129
40288;128;129
41312;128;129
42336;128;129
43360;128;129
44384;128;129
45408;128;129
46432;128;129
47456;128;129
48480;128;129
49504;128;129
50528;128;129
51552;128;129
52576;128;128
53600;128;129
54624;128;129
55648;128;129
56672;128;128
57696;128;129
58720;128;129
59744;128;129
60768;128;129
61792;128;129
62816;128;129
63840;128;129
64864;128;129
65888;128;129
66912;128;129
67936;128;129
68960;128;129
69984;128;129
71008;128;129
72032;128;129
73056;127;129
74080;128;129
75104;128;129
76128;128;129
77152;128;129
78176;128;129
79200;128;129
80224;128;129
81248;128;129
82272;128;129
83296;128;129
84320;128;129
85344;128;129
86368;128;129
87392;128;129
88416;128;123
89440;127;129
90464;58;129
91488;128;128
92512;128;129
93536;128;129
94560;128;129
95584;128;129
96608;94;129
97632;127;129
98656;128;129
99680;126;129
100704;126;129
101728;128;129
102752;128;122
103776;128;129
104800;128;129
105824;128;129
106848;123;129
107872;128;129
108896;128;129
109920;128;129
