7217060;0;0
7218080;0;0
7219108;0;0
7220128;2;0
7221152;1;0
7222176;1;0
7223200;0;0
7224224;0;0
7225252;0;0
7226272;0;0
7227296;0;0
7228324;0;0
7229344;0;0
7230368;1;0
7231392;2;0
7232416;1;0
7233440;0;0
7234468;0;0
7235488;0;0
7236512;0;0
7237536;0;0
7238560;0;0
7239584;0;0
7240608;2;0
7241632;0;0
7242656;0;0
7243684;0;0
7244704;0;0
7245728;0;0
7246752;0;0
7247776;0;0
7248800;0;0
7249824;0;0
7250848;0;0
7251872;0;0
7252896;0;0
7253920;0;0
7254944;0;0
7255968;0;0
7256992;0;0
7258016;0;0
7259040;0;0
7260064;0;0
7261088;0;0
7262112;0;0
7263136;0;0
7264160;0;0
7265184;0;0
7266208;0;0
7267232;0;0
7268256;0;0
7269280;0;0
7270304;0;0
7271328;0;0
7272352;0;0
7273376;0;0
7274404;0;0
7275424;0;0
7276452;0;0
7277476;0;0
7278496;0;0
7279520;1;0
7280544;0;0
7281568;0;0
7282592;0;0
7283616;0;0
7284640;0;0
7285664;0;0
7286688;0;0
7287712;0;0
7288740;0;0
7289760;0;0
7290784;0;0
7291808;1;0
7292832;1;0
7293856;0;0
7294880;0;0
7295904;0;0
7296928;0;0
7297956;0;0
7298980;0;0
7300000;0;0
7301024;0;0
7302048;0;0
7303072;0;0
7304096;0;0
7305120;0;0
7306148;0;0
7307172;0;0
7308192;0;0
7309220;0;0
7310240;1;0
7311264;2;0
7312288;0;0
7313312;1;0
7314336;0;0
7315360;0;0
7316384;0;0
7317408;0;0
7318436;0;0
7319460;0;0
7320480;0;0
7321504;0;0
7322528;0;0
7323556;0;0
7324576;0;0
7325600;0;0
7326624;0;0
7327648;0;0
7328672;0;0
7329700;0;0
7330720;0;0
7331744;0;0
7332768;1;0
7333792;128;129
7334816;128;110
7335840;128;129
7336864;128;129
7337888;128;129
7338912;128;129
7339936;128;129
7340960;128;129
7341984;128;129
7343008;128;129
7344032;128;129
7345060;128;129
7346080;128;129
7347104;128;129
7348128;128;129
7349152;128;129
7350176;128;129
7351200;128;129
7352224;128;129
7353248;128;129
7354272;128;129
7355296;128;129
7356320;128;129
7357344;128;129
7358368;128;129
7359392;128;129
7360416;128;129
7361440;128;129
7362464;128;129
7363488;128;129
7364512;128;129
7365536;128;129
7366560;128;129
7367584;128;129
7368608;128;129
7369632;128;129
7370656;128;129
7371680;128;129
7372704;128;129
7373728;128;129
7374752;128;129
7375776;128;129
7376800;128;129
7377824;128;129
7378848;128;129
7379872;128;129
7380896;128;129
7381920;128;129
7382944;128;129
7383972;128;128
7384992;128;129
7386016;128;129
7387040;128;129
7388064;128;129
7389088;128;129
7390112;128;129
7391136;128;129
7392160;128;129
7393184;128;129
7394208;128;129
7395232;128;129
7396256;128;129
7397280;128;129
7398304;68;129
7399328;68;129
7400352;68;129
7401376;68;129
7402400;68;129
7403424;68;129
7404448;128;129
7405476;128;129
7406496;128;129
7407520;128;129
7408544;128;129
7409568;128;129
7410592;128;129
7411616;128;129
7412644;128;129
7413664;128;129
7414688;128;129
7415712;128;129
7416736;128;129
7417760;128;129
7418784;128;129
7419808;128;129
7420832;128;129
7421856;128;129
7422884;128;129
7423904;128;129
7424928;128;129
7425952;128;129
7426980;128;129
7428000;128;129
7429024;128;129
7430048;128;129
7431072;128;129
7432096;128;129
7433120;128;129
7434144;128;129
7435168;128;129
7436192;128;129
7437216;128;129
7438240;128;129
7439264;128;129
7440288;128;129
7441312;128;129
7442336;128;129
7443360;128;129
7444384;128;128
7445408;128;129
7446432;128;129
7447456;128;129
7448480;128;129
7449504;128;129
7450528;128;129
7451552;128;129
7452576;128;129
7453600;128;129
7454624;128;129
7455648;128;129
7456672;128;129
7457696;128;129
7458720;128;129
7459748;128;129
7460772;128;128
7461792;128;129
7462816;128;129
7463840;128;129
7464864;128;129
7465888;128;129
7466912;128;129
7467936;128;129
7468960;128;129
7469984;128;129
7471008;109;129
7472032;128;129
7473056;128;129
7474080;85;129
7475104;128;129
7476128;128;129
7477152;128;129
7478176;128;129
7479200;128;129
7480224;128;129
7481248;128;129
7482272;128;129
7483296;128;129
7484320;128;129
7485344;128;129
7486368;128;128
7487392;128;129
7488416;128;129
7489440;128;129
7490464;128;129
7491492;128;129
7492512;128;129
7493536;128;129
7494560;128;129
7495584;128;129
7496608;128;129
7497632;128;128
7498656;128;129
7499680;128;129
7500704;128;129
7501728;128;129
7502752;128;129
7503776;127;129
7504800;128;129
7505824;128;128
7506848;128;129
7507872;128;129
7508896;128;129
7509920;128;128
7510944;128;129
7511968;128;129
7512992;128;129
7514016;128;129
7515040;128;129
7516064;128;129
7517088;128;129
7518112;128;128
7519136;128;129
7520160;128;129
7521184;128;129
7522208;128;129
7523232;128;128
7524256;128;128
7525280;128;128
7526304;128;129
7527328;126;129
7528352;128;129
7529376;128;129
7530400;128;129
7531424;128;128
7532448;128;129
7533476;128;129
7534496;128;129
7535520;128;129
7536544;128;129
7537568;128;129
7538592;128;129
7539616;128;129
7540640;128;129
7541664;127;129
7542688;128;129
7543712;124;129
7544736;128;129
7545760;128;129
7546784;128;129
7547808;128;129
7548832;128;129
7549856;128;129
7550880;128;129
7551904;128;129
7552928;128;129
7553952;128;123
7554976;128;129
7556000;128;129
7557024;128;129
7558048;128;125
7559072;127;129
7560096;128;129
7561120;128;129
7562144;128;129
7563168;128;129
7564192;128;129
7565216;128;129
7566240;128;129
7567264;128;129
7568288;128;129
7569312;128;129
7570336;128;129
7571360;128;129
7572384;128;129
7573408;128;129
7574432;128;129
7575456;128;129
7576480;128;129
7577504;128;129
7578528;127;129
7579552;126;129
7580576;128;129
7581600;128;129
7582624;128;129
7583648;128;129
7584672;128;120
7585696;128;129
7586720;128;129
7587744;128;127
7588768;128;129
7589792;128;129
7590816;128;129
7591840;128;127
7592864;128;129
7593888;128;129
7594912;127;129
7595936;125;129
7596960;128;126
7597984;128;129
7599008;126;129
7600032;128;129
7601056;128;129
7602080;128;129
7603104;128;129
7604128;124;129
7605152;128;129
7606176;128;129
7607200;124;129
7608224;128;121
7609248;128;112
7610272;128;124
7611296;128;129
7612320;128;129
7613344;122;129
7614368;117;129
7615392;101;129
7616416;128;129
7617440;128;121
7618464;128;129
7619488;128;129
7620512;124;129
7621536;128;127
7622560;128;129
7623584;128;129
7624608;111;129
7625632;107;129
7626656;128;129
7627680;128;129
7628704;128;129
7629728;128;128
7630752;128;129
7631776;128;129
7632800;128;127
7633824;128;129
7634848;126;129
7635872;128;127
7636896;128;129
7637920;128;129
7638944;128;129
7639968;128;129
7640992;128;129
7642016;124;129
7643040;124;129
7644064;124;129
7645088;128;129
7646112;126;129
7647136;128;114
7648160;128;129
7649184;128;129
7650208;128;126
7651232;126;129
7652256;126;129
7653280;128;129
7654304;127;129
7655328;128;129
7656352;128;122
7657376;128;94
7658400;128;96
7659424;128;108
7660448;128;129
7661472;128;129
7662496;128;128
7663520;126;129
7664544;126;129
7665568;128;126
7666592;127;129
7667616;128;129
7668640;127;129
7669664;128;128
7670688;128;92
7671712;128;107
7672736;128;109
7673760;128;111
7674784;128;122
7675808;128;121
7676844;128;129
7677856;128;128
7678880;127;129
7679904;126;129
7680928;107;129
7681952;128;128
7682976;128;128
7684000;128;126
7685024;128;129
7686048;111;129
7687072;128;110
7688096;128;118
7689120;128;129
7690144;113;129
7691168;102;127
7692192;128;129
7693216;128;129
7694240;111;129
7695264;128;122
7696288;128;124
7697312;109;129
7698336;109;128
7699360;109;129
7700384;109;129
7701408;128;125
7702432;128;129
7703456;128;122
7704480;128;122
7705504;128;114
7706528;128;117
7707552;128;126
7708576;127;129
7709600;124;129
7710624;128;128
7711648;128;129
7712672;128;129
7713696;128;125
7714720;128;126
7715744;128;126
7716768;117;129
7717792;128;125
7718816;128;129
7719840;128;129
7720864;128;129
7721888;126;129
7722912;128;119
7723936;128;114
7724960;128;115
7725984;128;122
7727008;128;124
7728032;128;121
7729056;128;126
7730080;128;129
7731104;128;118
7732128;128;127
7733152;124;129
7734176;124;129
7735200;128;129
7736224;106;129
7737248;106;129
7738272;101;129
7739296;128;129
7740320;128;129
7741344;128;117
7742368;128;112
7743392;128;114
7744416;128;117
7745440;128;110
7746464;128;102
7747488;128;101
7748512;128;104
7749536;128;104
7750560;128;107
7751584;128;104
7752608;128;107
7753632;128;105
7754656;128;111
7755680;128;103
7756704;128;91
7757728;128;89
7758752;128;86
7759776;128;90
7760800;128;73
7761824;128;72
7762848;128;70
7763872;128;66
7764896;128;64
7765920;126;61
7766944;128;60
7767972;128;54
7768992;128;53
7770016;128;56
7771040;128;55
7772064;128;55
7773088;120;60
7774112;121;61
7775136;128;59
7776160;128;61
7777184;128;57
7778208;128;48
7779232;128;52
7780256;124;52
7781280;128;59
7782304;128;59
7783328;128;61
7784352;128;54
7785376;128;54
7786400;128;51
7787424;128;31
7788448;128;3
7789472;125;10
7790496;128;9
7791520;128;0
7792544;128;0
7793568;128;0
7794592;125;0
7795616;128;0
7796640;128;0
7797664;128;0
7798688;128;0
7799712;128;0
7800736;128;0
7801760;128;0
7802784;119;0
7803808;128;0
7804836;128;0
7805856;128;0
7806880;128;0
7807904;103;0
7808928;128;0
7809952;128;0
7810976;104;0
7812000;128;0
7813024;128;0
7814048;128;0
7815072;128;0
7816096;128;0
7817120;113;0
7818144;128;0
7819168;128;0
7820192;128;0
7821216;128;0
7822240;128;0
7823264;128;0
